Lat,Lon
-106.0943185,39.5858229
-105.6065,41.2962
-112.0206,41.5073
-113.1958,37.8217
-113.5999,37.1185
-112.1278,33.4552
-106.6101,35.1201
-103.7175,35.1673
-78.0818,36.6672
-78.8632,43.0513
-119.7546,39.5419
-118.23967920000001,34.0046364
-119.03685109999999,34.2083205
-117.361841,34.018623999999996
-117.3299,34.4121
-117.0923,32.6727
-116.12159,33.568758
-116.5024,33.9577
-116.9719,33.9528
-120.361,36.1502
-119.93513970000001,36.6953861
-120.1341125,37.010977600000004
-120.8441096,37.056903600000005
-120.439747,36.8582776
-122.03200000000001,38.2656
-121.8987,37.6903
-121.3223,38.0022
-120.4819595,37.3353858
-122.1076,37.6366
-120.6457,46.5442
-82.5278,27.4852
-103.7175,35.1673
-117.0365,34.887
-85.7067,44.6442
-83.972709,42.072287
-118.952798,35.353401
-79.7560613,43.5526576
-73.3263,40.76
-92.29899999999999,34.8186
-79.82042709999999,43.3404484
-79.7269551,43.4382988
-79.4741241,43.766630299999996
-79.4310515,43.844928499999995
-79.2492359,43.7100905
-84.0014772,34.004839000000004
-89.60501059999999,39.842780499999996
-77.196,40.2075
-79.5034868,43.6074644
-109.22691200000001,41.650054
-87.2077,30.4516
-73.4139,40.6852
-73.517,40.7255
-121.1868,38.7438
-82.5366769,36.5547901
-95.33321,41.501008299999995
-123.0268,45.0304
-82.26144709999998,28.5230961
-73.8601,40.8435
-81.2772,28.7639
-97.7224,30.2314
-101.7249643,39.34177639999999
-81.0971,33.9032
-114.118096,35.126414000000004
-84.656308,34.057502
-84.5419,33.5769
-84.3561605,33.7014726
-104.4931127,37.2293933
-79.74769920000001,43.234593200000006
-79.59181140000001,43.2001108
-79.8634389,43.50619879999999
-80.318779,43.424968
-80.0934546,43.9715126
-79.55565109999999,43.9169463
-89.017248,40.479436
-78.9541,33.74
-76.4784533,39.3102601
-84.2915325,33.3930302
-79.7208,40.3267
-121.4012,38.4836
-75.5615,41.5452
-88.63081509,37.020974200000005
-87.865,36.8353
-110.9841,32.2652
-81.1999003,32.085098800000004
-77.4476,39.3899
-84.8911,39.8315
-81.8925953,28.7428451
-107.2339,41.7933
-73.755255,42.634827
-73.7052,43.1761
-108.8022,39.2181
-97.3189,32.9439
-122.2465,47.2658
-81.73347840000001,26.169854
-80.6136589,37.136849100000006
-102.251322,39.3013034
-89.307006,43.088767
-82.1647052,34.823918
-85.232232,34.995913
-97.6058,31.0795
-85.2335,42.1865
-84.9577,42.2702
-95.29700000000001,32.3241
-83.1543,42.2751
-74.1544,40.7273
-78.87505949999999,38.46002
-84.6297152,33.9817694
-88.2126557,30.6864103
-83.0731,40.2915
-109.4267,47.0645
-101.809,35.1855
-81.9779,35.0372
-88.262,42.0403
-96.1116,33.1466
-95.6018,33.1271
-73.9886,40.7533
-99.1982,28.6819
-75.0509,39.949
-96.943512,32.493281
-104.93334170000001,39.8194324
-78.6611,35.6986
-107.79299999999999,39.5516
-122.3033,47.9132
-117.4787,34.0459
-74.148539,40.743660999999996
-88.25199599999999,41.394089
-87.67032629999999,41.6631596
-82.17200000000001,29.8599
-90.1597,29.9623
-80.63168370000001,28.1295869
-80.840202,28.558942
-80.7763511,28.354362100000003
-80.68267390000001,27.947194
-85.4069,31.2523
-84.4044,39.3443
-74.1373,40.6309
-117.6825,35.6234
-94.0671,45.3987
-83.837361,36.035563
-104.7559,39.5931
-74.6248,40.5894
-105.1039,40.1754
-81.4879,32.1823
-122.1925622,39.5264631
-80.6824,37.1071
-88.92399999999999,39.8275
-78.5866,35.2884
-114.50238049999999,33.6213552
-81.6229938,27.956922
-75.9200913,40.26853010000001
-73.887,40.8143
-81.5517,40.7946
-83.1142,42.3085
-86.90835200000001,34.369444
-74.1373,40.6309
-85.7181551,40.0550061
-73.635329,41.024071
-73.79252240000001,40.8991072
-97.9502,35.5251
-90.2067,38.644
-75.614736,44.660084000000005
-81.0646,32.2731
-81.2914136,28.5660952
-80.516673,27.642831
-81.264794,28.244534
-84.140558,32.497762
-122.03200000000001,38.2656
-122.1974527,39.8795337
-89.0374,30.3952
-91.764,37.9415
-105.1039,40.1754
-104.5803,38.2845
-93.4684,35.4722
-93.1383,35.2782
-103.8032,40.2148
-86.9041,40.0348
-95.2726,38.614000000000004
-94.8231,39.7384
-97.2248,34.7343
-97.28,36.2887
-87.3996,36.0733
-85.7895,39.7953
-90.7413,38.4842
-80.501816,43.175633000000005
-83.3881,35.1793
-76.2351,43.2537
-101.05194,39.39583
-88.29972,37.024440000000006
-82.283979,26.918215000000004
-94.5279,39.1293
